contentId,personId,url,lang
-5636731245639685654,-6668715715951053690,http://www.grupocultivar.com.br/noticias/especial-agrishow-solucoes-de-agricultura-de-precisao-elevam-produtividade-e-aumentam-a-qualidade-do-plantio,pt
-5636731245639685654,1120069409160402054,http://www.grupocultivar.com.br/noticias/especial-agrishow-solucoes-de-agricultura-de-precisao-elevam-produtividade-e-aumentam-a-qualidade-do-plantio,pt
-5636731245639685654,2111379813881770134,http://www.grupocultivar.com.br/noticias/especial-agrishow-solucoes-de-agricultura-de-precisao-elevam-produtividade-e-aumentam-a-qualidade-do-plantio,pt
4307023751244532288,-2511855597392146401,http://www.mobiletime.com.br/19/04/2016/nascem-os-primeiros-chatbots-brasileiros/438107/news.aspx,pt
1618055575277164008,3165343501485572509,http://www.techtudo.com.br/dicas-e-tutoriais/noticia/2014/04/lista-tem-15-dicas-para-google-docs-teste.html,pt
-8518096793350810174,-8306418824693202277,http://computerworld.com.br/microsoft-adquire-linkedin-por-us-262-bilhoes,pt
-8518096793350810174,3636910968448833585,http://computerworld.com.br/microsoft-adquire-linkedin-por-us-262-bilhoes,pt
-4070599188332885701,6935578859207277054,http://startupi.com.br/2016/06/twitter-faz-atualizacao-em-seu-aplicativo-fabric-para-trazer-mais-funcionalidades-as-empresas-e-aos-desenvolvedores-de-apps/,pt
5964888566269323942,3915038251784681624,http://itforum365.com.br/noticias/detalhe/119152/pwc-faz-virada-digital-e-ja-fatura-us-1-bilhao-no-mundo,pt
-8518096793350810174,7565903375902761063,http://computerworld.com.br/microsoft-adquire-linkedin-por-us-262-bilhoes,pt
-8518096793350810174,-1032019229384696495,http://computerworld.com.br/microsoft-adquire-linkedin-por-us-262-bilhoes,pt
5843362068320522769,-2457136404620190048,http://www.clientesa.com.br/gente/62022/empatia-e-tecnologia/Ler.aspx,pt
1061238072586805321,-6944500707172804068,http://www.bitmag.com.br/2016/06/49719/,pt
-387651900461462767,3302556033962996625,http://googlediscovery.com/2016/06/09/android-ira-recomendar-aplicativos-baseado-na-localizacao/,pt
4920704891238922872,7316935598591113280,http://googlediscovery.com/2016/05/24/login-sem-senha-no-android-deve-chegar-ate-o-final-de-2016/,pt
-5784991738549272379,-6668715715951053690,http://irving.com.br/esp8266/nodemcu-esp8266-o-modulo-que-desbanca-o-arduino-e-facilitara-a-internet-das-coisas/,pt
8396284143617057811,7316935598591113280,http://googlediscovery.com/2016/05/20/google-tem-planos-de-lancar-projeto-ara-em-2017/,pt
4920704891238922872,-299809122140089170,http://googlediscovery.com/2016/05/24/login-sem-senha-no-android-deve-chegar-ate-o-final-de-2016/,pt
6583734846225935852,801895594717772308,https://macuserbrasil.wordpress.com/2016/04/01/no-ano-em-que-a-apple-completa-40-anos-confira-a-evolucao-do-iphone/,pt
6245165134513326654,-8550167523008133722,http://vip.abril.com.br/assista-show-une-100-drones-e-uma-orquestra-sinfonica-para-quebrar-recorde-mundial/,pt
3548262914600772288,1748162647671155552,http://startse.infomoney.com.br/portal/2016/05/11/19186/1-das-empresas-dominam-94-das-receitas-na-app-store/,pt
-6255158415883847921,6013226412048763966,http://m.folha.uol.com.br/ilustrada/2016/04/1766160-para-neurociencia-motivacao-nao-e-fator-principal-em-mudanca-de-habitos.shtml,pt
3268064929368559554,1317292353478724560,http://tableless.com.br/iniciando-com-o-docker-dicas-praticas-para-comecar-usar-agora-mesmo/,pt
1738052593226421681,8615245686887763683,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,-1799631734242668035,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
5530820581773167955,1116121227607581999,http://www.meioemensagem.com.br/home/comunicacao/noticias/2016/04/06/mulheres-mais-criativas.html,pt
-2667874153709252756,3743121668889758064,http://criticalhits.com.br/copel-faz-propaganda-genial-sobre-o-limite-de-banda-larga-residencial/,pt
-2667874153709252756,6735372008307093370,http://criticalhits.com.br/copel-faz-propaganda-genial-sobre-o-limite-de-banda-larga-residencial/,pt
374352050712569304,268671367195911338,http://arquiteturadeinformacao.com/user-experience/o-tenue-equilibrio-da-equipe-que-desenha-produtos-digitais/,pt
-9076501258717815738,-5131518539710081313,http://www.fabioprado.net/2016/04/indices-no-oracle-database-tudo-o-que.html,pt
-9076501258717815738,-6188912942004687815,http://www.fabioprado.net/2016/04/indices-no-oracle-database-tudo-o-que.html,pt
1854874463930846880,-7041401352840181657,https://mulheresnacomputacao.com/2016/06/14/o-dia-em-que-tive-mais-medo-de-estar-errada/,pt
1854874463930846880,7948079555216525045,https://mulheresnacomputacao.com/2016/06/14/o-dia-em-que-tive-mais-medo-de-estar-errada/,pt
1854874463930846880,534764222466712491,https://mulheresnacomputacao.com/2016/06/14/o-dia-em-que-tive-mais-medo-de-estar-errada/,pt
1854874463930846880,2318971825420092215,https://mulheresnacomputacao.com/2016/06/14/o-dia-em-que-tive-mais-medo-de-estar-errada/,pt
-387651900461462767,-8550167523008133722,http://googlediscovery.com/2016/06/09/android-ira-recomendar-aplicativos-baseado-na-localizacao/,pt
-9019233957195913605,-2979881261169775358,http://observatoriodaimprensa.com.br/curadoria-de-noticias/berners-lee-quer-criar-outra-web/,pt
-9019233957195913605,-9016528795238256703,http://observatoriodaimprensa.com.br/curadoria-de-noticias/berners-lee-quer-criar-outra-web/,pt
2887151738440339754,-5388083602161519863,http://www.b9.com.br/65076/podcasts/codigoaberto/codigo-aberto-daniela-cachich-vp-de-marketing-heineken/,pt
1854874463930846880,1908339160857512799,https://mulheresnacomputacao.com/2016/06/14/o-dia-em-que-tive-mais-medo-de-estar-errada/,pt
-5799839529845993396,7591088849912178995,http://www.brasilpost.com.br/nathalie-vassallo/o-problema-do-gay_b_5044958.html,pt
2285214528595997209,7781822014935525018,http://www.mundodocker.com.br/docker-e-dotnet/,pt
2285214528595997209,6644119361202586331,http://www.mundodocker.com.br/docker-e-dotnet/,pt
2285214528595997209,-2511855597392146401,http://www.mundodocker.com.br/docker-e-dotnet/,pt
2285214528595997209,-5873562008332486480,http://www.mundodocker.com.br/docker-e-dotnet/,pt
-4386371945374980231,-9016528795238256703,http://epocanegocios.globo.com/Empresa/noticia/2016/06/por-que-o-walmart-nao-e-walmart-no-brasil.html,pt
2285214528595997209,3609194402293569455,http://www.mundodocker.com.br/docker-e-dotnet/,pt
6044362651232258738,4918484843075254252,http://vocesa.uol.com.br/noticias/acervo/cinco-competencias-comportamentais-para-voce-ser-um-bom-lider.phtml,pt
2285214528595997209,3743121668889758064,http://www.mundodocker.com.br/docker-e-dotnet/,pt
-8813724423497152538,3636910968448833585,http://www.baguete.com.br/noticias/25/04/2016/itau-e-pioneiro-do-blockchain,pt
1441248639512899483,909651159261292691,http://www.diolinux.com.br/2016/05/one-dollar-board-um-projeto-brasileiro.html,pt
1738052593226421681,3951178344539492760,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,7890134385692540512,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
-730957269757756529,2062590537770243336,https://medium.com/@vilucas/por-que-a-limita%C3%A7%C3%A3o-da-banda-larga-%C3%A9-uma-forma-de-ignorar-o-futuro-12069206541,pt
1738052593226421681,7167124757087633794,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1107739178195154647,-8763398617720485024,http://3dfila.com.br/pecas-translucidas-transparente/,pt
1738052593226421681,8189031666388954162,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,-6067117771623247046,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,6013226412048763966,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,3469804916091663734,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,4465865943032551583,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
6369367631770966886,-492179582639058400,http://www.b9.com.br/64774/tech/como-netflix-influencia-o-que-voce-vai-assistir-atraves-de-imagens/,pt
1738052593226421681,1874422396201148365,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
-1338957937839941365,-8694104221113176052,http://ofuturodascoisas.com/qual-e-o-pais-mais-inovador-do-mundo/,pt
1738052593226421681,-6120788038252469111,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,692689608292948411,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,-1387464358334758758,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,5327824330504712485,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,3007736603136734729,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,5447073013858620840,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,-3452896239697713851,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
6369367631770966886,-7487897518634781969,http://www.b9.com.br/64774/tech/como-netflix-influencia-o-que-voce-vai-assistir-atraves-de-imagens/,pt
1738052593226421681,-387586131996064525,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
6369367631770966886,-2050699458865052139,http://www.b9.com.br/64774/tech/como-netflix-influencia-o-que-voce-vai-assistir-atraves-de-imagens/,pt
1738052593226421681,-1489196353998999052,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
-6457517220721978,8787162574252505320,http://www.inova.jor.br/2016/05/02/agronegocio-crescimento-tecnologia/,pt
6369367631770966886,-8020832670974472349,http://www.b9.com.br/64774/tech/como-netflix-influencia-o-que-voce-vai-assistir-atraves-de-imagens/,pt
1738052593226421681,-7329305023392956798,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,1473125618302310292,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,-698695976631873505,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,98958074799194811,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,4309036796659976637,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1738052593226421681,-1496589699638750920,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
6369367631770966886,-9009798162809551896,http://www.b9.com.br/64774/tech/como-netflix-influencia-o-que-voce-vai-assistir-atraves-de-imagens/,pt
1738052593226421681,6852303461450629547,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
3268064929368559554,8144386916269720437,http://tableless.com.br/iniciando-com-o-docker-dicas-praticas-para-comecar-usar-agora-mesmo/,pt
-6457517220721978,-2041685972080499493,http://www.inova.jor.br/2016/05/02/agronegocio-crescimento-tecnologia/,pt
-6840859460575237450,3915038251784681624,http://premierleaguebrasil.com.br/2016/04/06/esse-texto-do-ranieri-e-a-melhor-coisa-que-voce-lera-hoje/,pt
2888507406903473601,3375381077362025672,https://catracalivre.com.br/geral/cidadania/indicacao/amor-sem-fronteiras-serie-de-fotos-de-casais-gays-pelo-mundo/,pt
4296604388230897073,3375381077362025672,https://catracalivre.com.br/geral/cidadania/indicacao/garoto-filho-de-casal-homoafetivo-rebate-jovem-durante-o-altas-horas/,pt
1107739178195154647,-8430239657678001264,http://3dfila.com.br/pecas-translucidas-transparente/,pt
-614408900691920886,-2623844842607044962,http://omelete.uol.com.br/filmes/noticia/x-men-sao-paulo-vai-receber-exposicao-sobre-filmes-da-saga/,pt
1107739178195154647,1623838599684589103,http://3dfila.com.br/pecas-translucidas-transparente/,pt
-5952729859839521828,-3500661007957156229,http://vocerh.uol.com.br/noticias/entrevista/investimentos-em-coaching-e-mentoring-aumentam-nas-empresas.phtml,pt
-2667874153709252756,4699206643216946639,http://criticalhits.com.br/copel-faz-propaganda-genial-sobre-o-limite-de-banda-larga-residencial/,pt
6989198691754522425,-5189509074197685318,https://www.sympla.com.br/front-in-bh-2016__54441,pt
-6843047699859121724,2944202749145946530,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
-6843047699859121724,1367440638985257517,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
6989198691754522425,8389544657102033065,https://www.sympla.com.br/front-in-bh-2016__54441,pt
6989198691754522425,7890134385692540512,https://www.sympla.com.br/front-in-bh-2016__54441,pt
6989198691754522425,-6067117771623247046,https://www.sympla.com.br/front-in-bh-2016__54441,pt
6989198691754522425,-8830250090736356260,https://www.sympla.com.br/front-in-bh-2016__54441,pt
6989198691754522425,4688306535438027974,https://www.sympla.com.br/front-in-bh-2016__54441,pt
-6843047699859121724,1365060072341041043,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
6989198691754522425,-7540738139248278851,https://www.sympla.com.br/front-in-bh-2016__54441,pt
6989198691754522425,-6276733705223916438,https://www.sympla.com.br/front-in-bh-2016__54441,pt
-6843047699859121724,7890134385692540512,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
-6843047699859121724,8759620187357735368,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
-7550906488404754851,4519830131595431685,http://www.tecmundo.com.br/internet-das-coisas/103265-governo-busca-empresas-aprimorar-internet-coisas-brasil.htm,pt
-6843047699859121724,-2184713157579455642,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
6989198691754522425,-6188912942004687815,https://www.sympla.com.br/front-in-bh-2016__54441,pt
3906974906788964502,-4659085198634436081,http://blog.caelum.com.br/modelando-apis-rest-com-swagger/,pt
3689128258624052102,8420481937548705787,http://www.jornaldacidadeonline.com.br/noticias/2501/deputada-mais-jovem-da-camara-silencia-o-plenario-com-lucidez-do-discurso-veja-o-video,pt
6989198691754522425,-3626028832820976226,https://www.sympla.com.br/front-in-bh-2016__54441,pt
-6843047699859121724,5287342266016283959,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
-6843047699859121724,2766187446275090740,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
6989198691754522425,5914788199018040446,https://www.sympla.com.br/front-in-bh-2016__54441,pt
6989198691754522425,-3474152259371895547,https://www.sympla.com.br/front-in-bh-2016__54441,pt
-3417523159811412977,-4467650312287951120,https://ferhenriquef.com/2016/05/19/desenvolvimento-efetivo-na-plataforma-microsoft-o-livro/,pt
5439554346835640135,-3637188778150475975,http://www.autossegredos.com.br/2016/05/11/consorcio-venda-de-novas-cotas-cai-135-no-1o-trimestre/,pt
-1820269894165785259,2901546026085255870,https://endeavor.org.br/3m-funcionarios-empreendedores/,pt
-5941854046477982982,-2626634673110551643,http://googlediscovery.com/2016/05/12/google-lanca-teclado-virtual-para-iphone/,pt
-5952729859839521828,-1724358244764242875,http://vocerh.uol.com.br/noticias/entrevista/investimentos-em-coaching-e-mentoring-aumentam-nas-empresas.phtml,pt
6198232071580299480,2901546026085255870,http://revistagloborural.globo.com/Noticias/Economia/noticia/2016/05/empresas-intensificam-operacoes-de-barter-diante-da-dificuldade-de-credito.html,pt
-5941854046477982982,-5706287032724665714,http://googlediscovery.com/2016/05/12/google-lanca-teclado-virtual-para-iphone/,pt
-6843047699859121724,2257339578739986222,https://medium.com/@jeffersoncn/ganhe-6-meses-de-acesso-ao-pluralsight-maior-plataforma-de-treinamento-online-dd2b1c9a22b9,pt
-5941854046477982982,495422936350381071,http://googlediscovery.com/2016/05/12/google-lanca-teclado-virtual-para-iphone/,pt
-1672166631728511207,-8845298781299428018,https://www.coinbr.net/blog/america-latina-apresenta-forte-potencial-para-o-bitcoin/,pt
310515487419366995,-709287718034731589,http://blog.runrun.it/erros-de-portugues-em-e-mails/,pt
-5380376324140474506,-709287718034731589,http://exame.abril.com.br/tecnologia/noticias/mudancas-na-app-store-podem-nao-conquistar-desenvolvedores,pt
2259988589066296676,8814360237760288963,http://www.proxxima.com.br/home/proxxima/2016/05/16/agencias-de-propaganda-o-que-sera-delas.html,pt
-4509487968959834430,-3275942195366018617,http://hbrbr.com.br/o-valor-de-seu-trabalho-de-coaching-vai-depender-de-suas-habilidades-de-acompanhamento-2/,pt
1959495508923903948,-3295609019604191449,http://www.mundologistica.com.br/portal/noticia.jsp?id=2803,pt
6583734846225935852,1908339160857512799,https://macuserbrasil.wordpress.com/2016/04/01/no-ano-em-que-a-apple-completa-40-anos-confira-a-evolucao-do-iphone/,pt
-8119612270825155371,2901546026085255870,http://startupi.com.br/2016/05/o-papel-das-startups-dentro-de-um-ecossistema-de-inovacao-em-robotica/,pt
-8018088591294066196,7308881151087125462,http://logobrschool.com/reviews-campinas-2016/,pt
1738052593226421681,5907617845968952831,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
2709926970543371965,-1496589699638750920,http://www.revistacapitolina.com.br/a-importancia-dos-filmes-de-mulherzinha/,pt
4296604388230897073,6735372008307093370,https://catracalivre.com.br/geral/cidadania/indicacao/garoto-filho-de-casal-homoafetivo-rebate-jovem-durante-o-altas-horas/,pt
-7660505434580831027,-259426774323606118,http://www1.folha.uol.com.br/mercado/2016/04/1756923-empresa-britanica-adota-licenca-remunerada-no-periodo-menstrual.shtml,pt
-7660505434580831027,-1130272294246983140,http://www1.folha.uol.com.br/mercado/2016/04/1756923-empresa-britanica-adota-licenca-remunerada-no-periodo-menstrual.shtml,pt
-7660505434580831027,-1496589699638750920,http://www1.folha.uol.com.br/mercado/2016/04/1756923-empresa-britanica-adota-licenca-remunerada-no-periodo-menstrual.shtml,pt
2709926970543371965,-1130272294246983140,http://www.revistacapitolina.com.br/a-importancia-dos-filmes-de-mulherzinha/,pt
-8518096793350810174,-1616903969205976623,http://computerworld.com.br/microsoft-adquire-linkedin-por-us-262-bilhoes,pt
1862503310075246782,-1616903969205976623,http://cio.com.br/carreira/2016/06/10/cinco-competencias-essenciais-ao-it-leaders/,pt
4716135688735489427,-5527145562136413747,http://www.paramocinhos.com.br/2016/05/no-dia-das-maes-avon-lanca-campanha-com.html,pt
5109221095427625188,-3535274684588209118,http://olhardigital.uol.com.br/video/robos-bots-serao-tao-populares-quanto-apps-entenda-a-nova-tendencia/57797,pt
1959495508923903948,2653698047369148236,http://www.mundologistica.com.br/portal/noticia.jsp?id=2803,pt
1012456848389051365,548750006199694898,http://epocanegocios.globo.com/Empresa/noticia/2016/05/como-o-e-commerce-brasileiro-pode-enfim-comecar-lucrar.html,pt
5658521282502533116,1097401149118884075,http://engenhariae.com.br/mais/colunas/ita-esta-oferecendo-10-cursos-gratuitos-a-distancia/,pt
5439554346835640135,-4312494396888667550,http://www.autossegredos.com.br/2016/05/11/consorcio-venda-de-novas-cotas-cai-135-no-1o-trimestre/,pt
1019706997674210703,-4312494396888667550,http://www.diolinux.com.br/2016/05/linus-torvalds-ted-talks-legendado-pt-br.html,pt
5719793245136119929,5175412143320664868,http://www.infomoney.com.br/minhas-financas/consumo/noticia/4965754/cade-autoriza-itau-unibanco-mastercard-criarem-nova-bandeira-cartao,pt
3746463631389880443,-1799631734242668035,http://www.proxxima.com.br/home/proxxima/2016/05/11/adobe-quer-potencializar-area-de-marketing-digital.html,pt
-5037827401452845772,-7267769888748948232,http://tableless.com.br/quando-o-scrum-ira-falhar/,pt
-3338916066794638254,-7267769888748948232,http://tableless.com.br/iniciando-com-o-docker-criando-suas-proprias-imagens/,pt
3746463631389880443,-6067316262393890508,http://www.proxxima.com.br/home/proxxima/2016/05/11/adobe-quer-potencializar-area-de-marketing-digital.html,pt
-9105040345021932755,-1578287561410088674,http://saiadolugar.com.br/lideranca/the-100/,pt
911037455259135591,-1578287561410088674,http://startupi.com.br/2016/05/burger-king-aceita-pedidos-via-mensagens-no-facebook/,pt
6783622248311192269,-7496361692498935601,http://www.infomoney.com.br/negocios/como-vender-mais/noticia/5062199/par-aliancas-impede-que-seu-parceiro-assista-netflix-sem-voce,pt
-2899726011463496555,-7496361692498935601,http://www.infomoney.com.br/bloomberg/mercados/noticia/5080642/quer-ter-banco-brasil-vai-abrir-escritorio-genebra-este-mes,pt
-3275688295651945765,-7496361692498935601,http://www.infomoney.com.br/mercados/acoes-e-indices/noticia/5082648/por-que-segundo-maior-banco-alemanha-decidiu-entrar-brasil-com,pt
-4509487968959834430,6259736937759908767,http://hbrbr.com.br/o-valor-de-seu-trabalho-de-coaching-vai-depender-de-suas-habilidades-de-acompanhamento-2/,pt
3689128258624052102,-2901997243166418276,http://www.jornaldacidadeonline.com.br/noticias/2501/deputada-mais-jovem-da-camara-silencia-o-plenario-com-lucidez-do-discurso-veja-o-video,pt
2285214528595997209,3636910968448833585,http://www.mundodocker.com.br/docker-e-dotnet/,pt
5401376580769090495,5127372011815639401,http://computerworld.com.br/bancos-brasileiros-destinaram-r-192-bilhoes-esforcos-de-ti-em-2015,pt
2285214528595997209,4313045637915476309,http://www.mundodocker.com.br/docker-e-dotnet/,pt
-8813724423497152538,4313045637915476309,http://www.baguete.com.br/noticias/25/04/2016/itau-e-pioneiro-do-blockchain,pt
2285214528595997209,6003902177042843076,http://www.mundodocker.com.br/docker-e-dotnet/,pt
2285214528595997209,-3596626804281480007,http://www.mundodocker.com.br/docker-e-dotnet/,pt
6090517797383271316,-445337111692715325,http://googlediscovery.com/2016/04/01/google-apresenta-o-realbooks-melhor-forma-de-ler-os-seus-livros-digitais/,pt
6090517797383271316,-1387464358334758758,http://googlediscovery.com/2016/04/01/google-apresenta-o-realbooks-melhor-forma-de-ler-os-seus-livros-digitais/,pt
6090517797383271316,-3596626804281480007,http://googlediscovery.com/2016/04/01/google-apresenta-o-realbooks-melhor-forma-de-ler-os-seus-livros-digitais/,pt
1738052593226421681,-2484779020675533629,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,pt
1120323498091467525,6648370769037295216,http://dinheirorural.com.br/noticia/agrocarreira/cargill-anuncia-mudancas-estrategicas-para-fortalecer-marca-nutron,pt
-3785072380450959101,-2626634673110551643,http://www2.portalnovidade.com.br/ciesp-campinas-e-lean-institute-brasil-fazem-evento-gratuito-sobre-lean-para-superar-a-crise-em-campinas/,pt
1120323498091467525,-2626634673110551643,http://dinheirorural.com.br/noticia/agrocarreira/cargill-anuncia-mudancas-estrategicas-para-fortalecer-marca-nutron,pt
-7550906488404754851,-2626634673110551643,http://www.tecmundo.com.br/internet-das-coisas/103265-governo-busca-empresas-aprimorar-internet-coisas-brasil.htm,pt
374352050712569304,-2626634673110551643,http://arquiteturadeinformacao.com/user-experience/o-tenue-equilibrio-da-equipe-que-desenha-produtos-digitais/,pt
374352050712569304,-3474152259371895547,http://arquiteturadeinformacao.com/user-experience/o-tenue-equilibrio-da-equipe-que-desenha-produtos-digitais/,pt
-4186591400427142356,3609194402293569455,http://www.b9.com.br/64171/social-media/em-parceria-com-facebook-klm-passa-oferecer-atendimento-atraves-do-messenger/,pt
5843362068320522769,4965319960651517505,http://www.clientesa.com.br/gente/62022/empatia-e-tecnologia/Ler.aspx,pt
1862503310075246782,-2901997243166418276,http://cio.com.br/carreira/2016/06/10/cinco-competencias-essenciais-ao-it-leaders/,pt
-5571606607344218289,-6933516293840979472,http://www.infoq.com/br/news/2015/06/falta-compentencias-testes,pt
-387651900461462767,-8093344434152153830,http://googlediscovery.com/2016/06/09/android-ira-recomendar-aplicativos-baseado-na-localizacao/,pt
1862503310075246782,-2399792467181202454,http://cio.com.br/carreira/2016/06/10/cinco-competencias-essenciais-ao-it-leaders/,pt
